0.0,49.64720639771701,
60.0,53.65778500723979,
61.0,48.0996701796176,
61.0,48.7841865960455,
61.0,61.349550916531044,
61.0,38.1535464325735,
61.0,56.450763023475034,
61.0,54.88968616016239,
63.0,65.37779725686879,
63.0,71.17926442184931,
63.0,61.68417149382917,
64.0,55.31087252290969,
64.0,67.88803498366855,
64.0,64.28103510957797,
65.0,57.228806141550706,
65.0,56.737049264088235,
65.0,64.15168581395446,
65.0,55.5458472453079,
65.0,64.55531453810806,
65.0,57.725325168944536,
65.0,67.71481928184934,
65.0,68.24909700444596,
66.0,67.96423438527972,
66.0,60.65962020238297,
66.0,66.53272412679502,
66.0,71.14756078622793,
66.0,64.95483579792365,
67.0,55.471605158437534,
67.0,70.14977602190652,
67.0,64.64386763103452,
67.0,70.9848672439426,
67.0,69.09721670438722,
68.0,64.53795527757757,
68.0,67.83253068385508,
68.0,62.3217236880315,
68.0,64.0425928694957,
68.0,63.89202846074401,
68.0,69.77673837252932,
68.0,65.34863984149729,
68.0,66.04925243636706,
68.0,68.33140600404741,
68.0,66.89553377151653,
69.0,69.20803485612123,
69.0,56.76601981760884,
69.0,57.713120382593296,
69.0,51.56937057816102,
69.0,56.740321466381715,
69.0,67.09087637257882,
69.0,74.38924709704948,
69.0,63.35882419822132,
69.0,62.538421800292554,
69.0,67.27868957377328,
70.0,65.17112091127971,
70.0,65.12070514565681,
70.0,57.05461013956626,
70.0,63.288343983772435,
70.0,73.92789249436774,
70.0,68.12808713826858,
70.0,64.43610937070221,
71.0,67.06445925722419,
71.0,70.16810814584278,
71.0,72.67314190535488,
71.0,70.07426581616375,
71.0,69.31468634662428,
72.0,68.017849921714,
72.0,62.681049990024974,
72.0,60.940698773175924,
72.0,64.77980781929088,
72.0,73.86188051229611,
72.0,63.979578196706,
72.0,72.30248104386624,
72.0,70.78444822700737,
72.0,60.27704947554951,
72.0,72.46055462503601,
72.0,64.74743558307743,
73.0,70.26790454910997,
73.0,69.84526627083905,
73.0,68.38393131588576,
73.0,64.42599249776097,
73.0,66.35961621017532,
73.0,61.43134387671919,
73.0,67.72524397905491,
73.0,67.14954989454363,
73.0,69.95046059075136,
73.0,69.35831462424704,
73.0,68.57258772205427,
73.0,68.11150825769239,
73.0,69.82914046517952,
74.0,68.7854014440817,
74.0,75.47036896935082,
74.0,66.87254625427167,
75.0,78.53350676403612,
76.0,63.52363238515392,
76.0,64.5802542661564,
76.0,70.57536430481818,
76.0,68.40111891767177,
76.0,61.43821524652266,
76.0,71.83619198702718,
76.0,70.30387933849033,
76.0,71.9484389572513,
